@relation explaining_humans

@attribute iter integer
@attribute user string
@attribute tf string
@attribute score numeric
@attribute PFdist numeric
@attribute acr numeric
@attribute class {Pareto,Not-Pareto}
@attribute scaled_acr numeric

@data
6,A2BYSC5EQAIV8D,beale,-2460.09538002213,0.0412874833358945,-9297.03353615478,Not-Pareto,0.949446286620241
7,A2BYSC5EQAIV8D,beale,-8274.24496917827,2451.32196051882,-9092.47582275948,Not-Pareto,0.957760293973334
8,A2BYSC5EQAIV8D,beale,-2856.88522558041,3.11040198519082,-8053.21072322963,Not-Pareto,1
9,A2BYSC5EQAIV8D,beale,-122979.494007293,837.169145541709,-24471.2511923815,Not-Pareto,0.332708080676807
10,A2BYSC5EQAIV8D,beale,-3.48052263923309,1726.20322922736,-21412.7798586638,Not-Pareto,0.457016046070495
11,A2BYSC5EQAIV8D,beale,-251.298313176118,963.912677566172,-19061.5041313873,Not-Pareto,0.552580878905467
12,A2BYSC5EQAIV8D,beale,-43.8516734266954,2936.60617963848,-17159.7388855913,Not-Pareto,0.629875887609692
13,A2BYSC5EQAIV8D,beale,-13.2893529712827,12537.1168030259,-15600.9707462622,Not-Pareto,0.693230182869659
14,A2BYSC5EQAIV8D,beale,-14.3016219180316,6084.23830096686,-14302.0816525668,Not-Pareto,0.7460220003797
15,A2BYSC5EQAIV8D,beale,-8.56868876674785,100.3297150756,-13202.5806553514,Not-Pareto,0.790709923527908
16,A2BYSC5EQAIV8D,beale,-22.6900088220673,13760.8016016683,-12261.1598948851,Not-Pareto,0.828972861624732
17,A2BYSC5EQAIV8D,beale,-4.19341164430127,8169.91806361486,-11444.0287960023,Not-Pareto,0.862184192802568
18,A2BYSC5EQAIV8D,beale,-9.32772200713397,17315.8403769478,-10729.3599788776,Not-Pareto,0.891231065208299
19,A2BYSC5EQAIV8D,beale,-25.2122250266579,34018.4905455964,-10099.7042286511,Not-Pareto,0.916822681629941
3,A2BYSC5EQAIV8D,branin,-81.7870669474924,0.00026824717903651,-81.7870669474924,Not-Pareto,0.729151282079314
4,A2BYSC5EQAIV8D,branin,-166.077161890439,3.13075971126918,-123.932114418966,Not-Pareto,0
5,A2BYSC5EQAIV8D,branin,-2.37921449944258,4.95387925812179,-83.414481112458,Not-Pareto,0.700995396725005
6,A2BYSC5EQAIV8D,branin,-32.4098267016288,7.33987674300854,-70.6633175097507,Not-Pareto,0.921603222477493
7,A2BYSC5EQAIV8D,branin,-112.31157089075,6.82527580450495,-78.9929681859506,Not-Pareto,0.777491972539171
8,A2BYSC5EQAIV8D,branin,-24.1482866472504,16.4823679600321,-69.8521879295005,Not-Pareto,0.935636571799788
9,A2BYSC5EQAIV8D,branin,-99.2994437382972,20.6413670258013,-74.0589387593286,Not-Pareto,0.862855594081502
10,A2BYSC5EQAIV8D,branin,-10.6432099256695,12.15461097221,-66.1319726551212,Not-Pareto,1
11,A2BYSC5EQAIV8D,branin,-173.30765191632,21.5636330577932,-78.0403814619211,Not-Pareto,0.793972671287653
12,A2BYSC5EQAIV8D,branin,-2.27514091117898,24.8853834047563,-70.4638574068469,Not-Pareto,0.925054080845951
13,A2BYSC5EQAIV8D,branin,-83.3783821048244,19.6799294512649,-71.637905106663,Not-Pareto,0.904741886723436
14,A2BYSC5EQAIV8D,branin,-113.416735687075,24.8233715511104,-75.1194743216973,Not-Pareto,0.84450727295278
15,A2BYSC5EQAIV8D,branin,-77.1189872393765,11.4004994503464,-75.2732830076727,Not-Pareto,0.84184622954905
16,A2BYSC5EQAIV8D,branin,-57.5659426614364,23.7519414789499,-74.0084729829415,Not-Pareto,0.86372870225818
17,A2BYSC5EQAIV8D,branin,-39.9166525377153,23.3294857850576,-71.7356849532597,Not-Pareto,0.903050198024881
18,A2BYSC5EQAIV8D,branin,-50.1731329257618,15.9109521757772,-70.3880254515411,Not-Pareto,0.926366049173219
19,A2BYSC5EQAIV8D,branin,-52.7156282169654,3.69500903256625,-69.3484726730367,Not-Pareto,0.944351347250026
3,A2BYSC5EQAIV8D,bukin6,-31.9511098203406,0,-31.9511098203406,Pareto,1
4,A2BYSC5EQAIV8D,bukin6,-46.50913273948,0,-39.2301212799103,Pareto,0.859859909426812
5,A2BYSC5EQAIV8D,bukin6,-126.701580172135,0,-68.3872742439852,Pareto,0.298508126985283
6,A2BYSC5EQAIV8D,bukin6,-62.0437913100223,0.000879760687722796,-66.8014035104945,Not-Pareto,0.329040304254571
7,A2BYSC5EQAIV8D,bukin6,-63.0555242355019,0.0945744907544442,-66.052227655496,Not-Pareto,0.343463907343794
8,A2BYSC5EQAIV8D,bukin6,-52.9454898522712,4.71860574171798,-63.8677713549585,Not-Pareto,0.385520429099646
9,A2BYSC5EQAIV8D,bukin6,-56.3449139803001,1.31882134518697,-62.793077444293,Not-Pareto,0.406211109807548
10,A2BYSC5EQAIV8D,bukin6,-133.864627237169,15.6505173579658,-71.6770211684025,Not-Pareto,0.235171857422938
11,A2BYSC5EQAIV8D,bukin6,-79.4254671091625,0.360957962177342,-72.5379596062647,Not-Pareto,0.218596531043786
12,A2BYSC5EQAIV8D,bukin6,-94.4931685286175,11.7270229390138,-74.7334804985,Not-Pareto,0.176326986834088
13,A2BYSC5EQAIV8D,bukin6,-127.112433675397,17.0595579009888,-79.4952035145816,Not-Pareto,0.0846513110277543
14,A2BYSC5EQAIV8D,bukin6,-46.8393532318297,3.36171945361226,-76.7738826576856,Not-Pareto,0.137043885690173
15,A2BYSC5EQAIV8D,bukin6,-128.211889630028,12.3966262405519,-80.7306524247888,Not-Pareto,0.0608656743191633
16,A2BYSC5EQAIV8D,bukin6,-87.8405668856183,7.27484318332385,-81.2385034577052,Not-Pareto,0.0510882079494654
17,A2BYSC5EQAIV8D,bukin6,-121.042065335542,10.7760409400439,-83.892074249561,Not-Pareto,0
18,A2BYSC5EQAIV8D,bukin6,-49.0700915430093,9.92254675463328,-81.7157003304015,Not-Pareto,0.0419009146841164
19,A2BYSC5EQAIV8D,bukin6,-87.4998859503118,13.6580384399981,-82.0559465433374,Not-Pareto,0.0353502813511611
3,A2BYSC5EQAIV8D,goldpr,-5.15193059075152,0,-5.15193059075152,Pareto,0
4,A2BYSC5EQAIV8D,goldpr,-3.75923219979713,0,-4.45558139527432,Pareto,0.326122684587807
5,A2BYSC5EQAIV8D,goldpr,-1.52981890820079,0.183370993951907,-3.48032723291648,Not-Pareto,0.782865519431778
6,A2BYSC5EQAIV8D,goldpr,-3.62966150167257,0.389528131760234,-3.5176608001055,Not-Pareto,0.76538101132004
7,A2BYSC5EQAIV8D,goldpr,-3.70038792389742,0.688928472348638,-3.55420622486389,Not-Pareto,0.748265615611946
8,A2BYSC5EQAIV8D,goldpr,-1.49092397448756,1.24617661412669,-3.21032584980117,Not-Pareto,0.909315835560378
9,A2BYSC5EQAIV8D,goldpr,-2.78857023184403,1.94426414593082,-3.15007504723586,Not-Pareto,0.937533220758478
10,A2BYSC5EQAIV8D,goldpr,-2.78857023184403,0,-3.10488694531188,Pareto,0.958696259657053
11,A2BYSC5EQAIV8D,goldpr,-2.31114750474134,0,-3.01669367413738,Pareto,1
12,A2BYSC5EQAIV8D,goldpr,-5.29343425806375,0,-3.24436773253001,Pareto,0.893372928961129
13,A2BYSC5EQAIV8D,goldpr,-5.20640178284846,0,-3.42273446437714,Pareto,0.809838061959125
14,A2BYSC5EQAIV8D,goldpr,-5.20640178284846,0,-3.57137340758309,Pareto,0.740225672790788
15,A2BYSC5EQAIV8D,goldpr,-5.20640178284846,0,-3.69714482106504,Pareto,0.681322881956042
16,A2BYSC5EQAIV8D,goldpr,-5.20640178284846,0,-3.80494888976386,Pareto,0.630834775526259
17,A2BYSC5EQAIV8D,goldpr,-1.08484221212568,0,-3.62360844458798,Pareto,0.715762327951416
18,A2BYSC5EQAIV8D,goldpr,-1.35076561011053,0,-3.48155576743314,Pareto,0.782290157275431
19,A2BYSC5EQAIV8D,goldpr,-1.1536611076579,0,-3.34462078744636,Pareto,0.84642120471157
3,A2BYSC5EQAIV8D,griewank,-1.10119269969403,0.041317339254803,-1.10119269969403,Not-Pareto,0.158389992411506
4,A2BYSC5EQAIV8D,griewank,-0.317985293561919,0.786299420595969,-0.709588996627974,Not-Pareto,1
5,A2BYSC5EQAIV8D,griewank,-1.00476141874219,0.127693599809339,-0.80797980399938,Not-Pareto,0.788544675420195
6,A2BYSC5EQAIV8D,griewank,-1.12750750070509,0.489234046805513,-0.887861728175807,Not-Pareto,0.616867476543027
7,A2BYSC5EQAIV8D,griewank,-0.994939414245653,0.198433168490474,-0.909277265389776,Not-Pareto,0.570842553142034
8,A2BYSC5EQAIV8D,griewank,-1.91484123126254,0,-1.0768712597019,Pareto,0.210660098991381
9,A2BYSC5EQAIV8D,griewank,-0.995262586321072,0.357247746559636,-1.06521287779036,Not-Pareto,0.235715558917387
10,A2BYSC5EQAIV8D,griewank,-1.03217974324738,0,-1.06108373597248,Pareto,0.244589650376341
11,A2BYSC5EQAIV8D,griewank,-1.99648237630542,0,-1.1650169182317,Pareto,0.0212230028573826
12,A2BYSC5EQAIV8D,griewank,-0.904261811272615,0.548793342035798,-1.13894140753579,Not-Pareto,0.0772628476873369
13,A2BYSC5EQAIV8D,griewank,-0.644648269594353,0.633199657896847,-1.09400566772293,Not-Pareto,0.173835908740631
14,A2BYSC5EQAIV8D,griewank,-1.44364517893663,0,-1.12314229365741,Pareto,0.11121730789027
15,A2BYSC5EQAIV8D,griewank,-1.79588907647622,0,-1.17489204618193,Pareto,0
16,A2BYSC5EQAIV8D,griewank,-0.832137367602587,0,-1.15040956914055,Pareto,0.0526161972607979
17,A2BYSC5EQAIV8D,griewank,-0.100523014912402,0.0219928186769229,-1.08041713219201,Not-Pareto,0.203039533225689
18,A2BYSC5EQAIV8D,griewank,-0.865980425125945,0.0439175927629517,-1.06701483800038,Not-Pareto,0.231842899557538
19,A2BYSC5EQAIV8D,griewank,-1.05735065796396,0,-1.06644635682176,Pareto,0.233064643492287
3,A2BYSC5EQAIV8D,levy,-1.34396579758543,0,-1.34396579758543,Pareto,1
4,A2BYSC5EQAIV8D,levy,-36.9534749281843,1.91820351695759e-11,-19.1487203628849,Pareto,0.324248828800243
5,A2BYSC5EQAIV8D,levy,-20.3956234395823,0,-19.564354721784,Pareto,0.30847408707118
6,A2BYSC5EQAIV8D,levy,-52.0751702061635,0,-27.6920585928789,Pareto,0
7,A2BYSC5EQAIV8D,levy,-1.88530737974733,0,-22.5307083502526,Pareto,0.195890848067314
8,A2BYSC5EQAIV8D,levy,-34.9888436437859,2.22428059428176,-24.6070642325081,Not-Pareto,0.117086059485939
9,A2BYSC5EQAIV8D,levy,-17.8251559841663,0.0419059001538095,-23.6382201970307,Not-Pareto,0.15385699554589
10,A2BYSC5EQAIV8D,levy,-1.35857788476073,0.00228114508441379,-20.853264907997,Not-Pareto,0.259555548783536
11,A2BYSC5EQAIV8D,levy,-36.4590308611724,0.00502946573646479,-22.5872389027943,Not-Pareto,0.193745320761756
12,A2BYSC5EQAIV8D,levy,-8.91302096534109,2.02586092375887,-21.2198171090489,Not-Pareto,0.245643642373466
13,A2BYSC5EQAIV8D,levy,-17.8758305826562,0.0106747840664522,-20.9158183339223,Not-Pareto,0.257181432887887
14,A2BYSC5EQAIV8D,levy,-9.35645650017286,0.67424337977928,-19.9525381811099,Not-Pareto,0.293741200621228
15,A2BYSC5EQAIV8D,levy,-1.83777947033539,0.0412844991427281,-18.559095203358,Not-Pareto,0.346627114929257
16,A2BYSC5EQAIV8D,levy,-40.3928270621098,0.94280157085453,-20.1186474789831,Not-Pareto,0.287436786136134
17,A2BYSC5EQAIV8D,levy,-4.64794056563033,0.0942535152099974,-19.0872670180929,Not-Pareto,0.326581192864291
18,A2BYSC5EQAIV8D,levy,-11.4870205980889,0.117542721661773,-18.6122516168427,Not-Pareto,0.344609647710749
19,A2BYSC5EQAIV8D,levy,-3.02703615224382,0.491122034556026,-17.6954742365722,Not-Pareto,0.379404476596212
3,A2BYSC5EQAIV8D,rastr,-69.4724802765083,0.731428826742271,-69.4724802765083,Not-Pareto,0
4,A2BYSC5EQAIV8D,rastr,-16.4126309238408,0.0178466869554656,-42.9425556001746,Not-Pareto,0.733753654228595
5,A2BYSC5EQAIV8D,rastr,-15.4045354869744,0.00713214181430288,-33.7632155624412,Not-Pareto,0.987632034143562
6,A2BYSC5EQAIV8D,rastr,-31.9744887837474,0.139111355773396,-33.3160338677677,Not-Pareto,1
7,A2BYSC5EQAIV8D,rastr,-43.8639277056734,0.219118363579871,-35.4256126353489,Not-Pareto,0.941654145329084
8,A2BYSC5EQAIV8D,rastr,-63.781883024069,0,-40.1516577001356,Pareto,0.810943150908897
9,A2BYSC5EQAIV8D,rastr,-39.6162837035833,0.00605148257105924,-40.0751757006281,Not-Pareto,0.81305845833272
10,A2BYSC5EQAIV8D,rastr,-38.4501230285508,0.836902788221463,-39.8720441166184,Not-Pareto,0.818676587440689
11,A2BYSC5EQAIV8D,rastr,-42.878517997193,3.94045944182329,-40.2060967700156,Not-Pareto,0.809437497691083
12,A2BYSC5EQAIV8D,rastr,-36.2806193579948,5.26089601540022,-39.8135490288135,Not-Pareto,0.82029442032016
13,A2BYSC5EQAIV8D,rastr,-40.4398622043667,7.58638535011967,-39.8704865902274,Not-Pareto,0.818719664859674
14,A2BYSC5EQAIV8D,rastr,-29.3421082110866,2.55308169406969,-38.993121725299,Not-Pareto,0.842985458433799
15,A2BYSC5EQAIV8D,rastr,-23.0741557771219,6.63181112892119,-37.7685858831316,Not-Pareto,0.876853162917928
16,A2BYSC5EQAIV8D,rastr,-43.4532814595792,5.33683195547561,-38.1746355671635,Not-Pareto,0.865622809153577
17,A2BYSC5EQAIV8D,rastr,-19.6786136178795,8.21258868472854,-36.9415674372113,Not-Pareto,0.899726496114754
18,A2BYSC5EQAIV8D,rastr,-11.7594884280612,2.03352405245344,-35.3676874991394,Not-Pareto,0.943256214723699
19,A2BYSC5EQAIV8D,rastr,-18.0097833416089,5.6526877746938,-34.3466343134023,Not-Pareto,0.971496080284443
3,A2BYSC5EQAIV8D,schwef,-870.969051254652,0,-870.969051254652,Pareto,0.496805073354022
4,A2BYSC5EQAIV8D,schwef,-875.687698151032,0,-873.328374702842,Pareto,0.4802450880251
5,A2BYSC5EQAIV8D,schwef,-765.948218814589,0,-837.534989406758,Pareto,0.731477251987338
6,A2BYSC5EQAIV8D,schwef,-1203.44049180896,0,-929.011365007308,Pareto,0.0894086797234308
7,A2BYSC5EQAIV8D,schwef,-992.702241041715,0,-941.74954021419,Pareto,0
8,A2BYSC5EQAIV8D,schwef,-373.640473681327,0,-847.064695792046,Pareto,0.664588670834813
9,A2BYSC5EQAIV8D,schwef,-556.560988086036,0,-805.564166119759,Pareto,0.95587902487373
10,A2BYSC5EQAIV8D,schwef,-755.276367378483,0,-799.278191277099,Pareto,1
11,A2BYSC5EQAIV8D,schwef,-1112.67213851526,0,-834.099740970228,Pareto,0.755589106491126
12,A2BYSC5EQAIV8D,schwef,-893.29194617558,0,-840.018961490763,Pareto,0.714042363481421
13,A2BYSC5EQAIV8D,schwef,-940.546995472314,0,-849.157873670904,Pareto,0.649896749304802
14,A2BYSC5EQAIV8D,schwef,-923.389347450801,0,-855.343829819229,Pareto,0.606477800902368
15,A2BYSC5EQAIV8D,schwef,-1107.38323386464,0,-874.731476284261,Pareto,0.470396781036455
16,A2BYSC5EQAIV8D,schwef,-715.970955880298,0,-863.391439112549,Pareto,0.549991992679456
17,A2BYSC5EQAIV8D,schwef,-960.880659865228,0,-869.890720496061,Pareto,0.504373828522242
18,A2BYSC5EQAIV8D,schwef,-345.975015580036,0,-837.14598893881,Pareto,0.734207628802398
19,A2BYSC5EQAIV8D,schwef,-678.189838836817,0,-827.795627168104,Pareto,0.799837398159282
3,A2BYSC5EQAIV8D,stybtang,20.3707456619812,0,20.3707456619812,Pareto,0
4,A2BYSC5EQAIV8D,stybtang,24.1215006119233,0.0744309886274316,22.2461231369522,Not-Pareto,0.123190293701878
5,A2BYSC5EQAIV8D,stybtang,48.916430337312,2.04686437736738,31.1362255370722,Not-Pareto,0.707165701494089
6,A2BYSC5EQAIV8D,stybtang,32.1322523916597,2.39873904404968,31.385232250719,Not-Pareto,0.723522520639724
7,A2BYSC5EQAIV8D,stybtang,40.5525953756721,7.31395966145828,33.2187048757097,Not-Pareto,0.843960157425585
8,A2BYSC5EQAIV8D,stybtang,47.4714644317635,3.91503963128543,35.5941648017186,Not-Pareto,1
9,A2BYSC5EQAIV8D,stybtang,26.8557968775167,4.52048433841995,34.3458265268326,Not-Pareto,0.917998823823521
10,A2BYSC5EQAIV8D,stybtang,9.06316139028362,4.86757838395807,31.185493384764,Not-Pareto,0.710402020959488
11,A2BYSC5EQAIV8D,stybtang,43.2560361274409,3.9959069592392,32.526664800617,Not-Pareto,0.798501245157562
12,A2BYSC5EQAIV8D,stybtang,-9.49030975898251,11.3302426839244,28.3249673446571,Not-Pareto,0.52249902664199
13,A2BYSC5EQAIV8D,stybtang,42.3094131476308,10.9380027588374,29.5962805994728,Not-Pareto,0.606009389402568
14,A2BYSC5EQAIV8D,stybtang,43.1310121643961,9.97299146276021,30.7241748965498,Not-Pareto,0.680098809573153
15,A2BYSC5EQAIV8D,stybtang,12.8483297329741,16.4871305520638,29.349109883967,Not-Pareto,0.58977317379049
16,A2BYSC5EQAIV8D,stybtang,40.3944770959658,16.4588989637589,30.1380646848241,Not-Pareto,0.641598246306404
17,A2BYSC5EQAIV8D,stybtang,17.9194914463438,7.25492042622624,29.3234931355921,Not-Pareto,0.588090454019075
18,A2BYSC5EQAIV8D,stybtang,2.59804052848939,15.6434975835223,27.6531523476482,Not-Pareto,0.478368664675192
19,A2BYSC5EQAIV8D,stybtang,33.6460352790842,15.3134949182344,28.0056748730267,Not-Pareto,0.501525257957079
3,A2DKQKFLS2Z412,ackley,-7.19359466741565,0.389088940001634,-7.19359466741565,Not-Pareto,0.856244002177717
4,A2DKQKFLS2Z412,ackley,-5.88539350219334,0.953400315400781,-6.5394940848045,Not-Pareto,0.964815197462221
5,A2DKQKFLS2Z412,ackley,-5.903568512316,0,-6.327518893975,Pareto,1
6,A2DKQKFLS2Z412,ackley,-7.68889843111191,0,-6.66786377825922,Pareto,0.943507693039815
7,A2DKQKFLS2Z412,ackley,-5.66942986796483,0,-6.46817699620035,Pareto,0.976652798222419
8,A2DKQKFLS2Z412,ackley,-6.92920123729971,0,-6.54501436971691,Pareto,0.963898910354115
9,A2DKQKFLS2Z412,ackley,-6.92920123729971,0,-6.59989820794302,Pareto,0.954788990448183
10,A2DKQKFLS2Z412,ackley,-6.92920123729971,0,-6.64106108661261,Pareto,0.947956550518735
11,A2DKQKFLS2Z412,ackley,-19.3840533664706,1.48895194317922e-07,-8.05694911770794,Pareto,0.712939704468272
12,A2DKQKFLS2Z412,ackley,-18.3559844064062,0.678814939073782,-9.08685264657776,Not-Pareto,0.541990678997677
13,A2DKQKFLS2Z412,ackley,-17.8294519553997,0,-9.88163440192521,Pareto,0.410068452565895
14,A2DKQKFLS2Z412,ackley,-16.263965366905,0,-10.4134953156735,Pareto,0.321787266665941
15,A2DKQKFLS2Z412,ackley,-16.612780757819,1.16894263888044,-10.8903634266078,Not-Pareto,0.242634087210703
16,A2DKQKFLS2Z412,ackley,-15.9051957484953,1.67486522903463,-11.248565735314,Not-Pareto,0.183177707192424
17,A2DKQKFLS2Z412,ackley,-17.6615327289306,1.45196494651328,-11.6760968682218,Not-Pareto,0.112213749423365
18,A2DKQKFLS2Z412,ackley,-17.2367865249355,1.17261467953072,-12.0236399717664,Not-Pareto,0.0545266426268929
19,A2DKQKFLS2Z412,ackley,-17.6081824140095,2.05369755266711,-12.352142468369,Not-Pareto,0
3,A2DKQKFLS2Z412,beale,-20.8108772212057,0,-20.8108772212057,Pareto,1
4,A2DKQKFLS2Z412,beale,-21.0785168975139,0,-20.9446970593598,Pareto,0.999779080874335
5,A2DKQKFLS2Z412,beale,-155.902920541695,0,-65.9307715534715,Pareto,0.925512930343747
6,A2DKQKFLS2Z412,beale,-1591.32070271814,0,-447.278254344639,Pareto,0.295957898483017
7,A2DKQKFLS2Z412,beale,-24.6635958055183,548.478959298595,-362.755322636815,Not-Pareto,0.435494251456458
8,A2DKQKFLS2Z412,beale,-23.7198082871185,593.31876305273,-306.249403578532,Not-Pareto,0.528778165152927
9,A2DKQKFLS2Z412,beale,-22.1206195348061,496.92904204808,-265.659577286571,Not-Pareto,0.595786682417614
10,A2DKQKFLS2Z412,beale,-172.157663816906,0,-253.971838102863,Pareto,0.615081617735723
11,A2DKQKFLS2Z412,beale,-133.224135287758,0,-240.555426678962,Pareto,0.637230365800374
12,A2DKQKFLS2Z412,beale,-156.795642139704,474.616210152418,-232.179448225037,Not-Pareto,0.651058015438523
13,A2DKQKFLS2Z412,beale,-21.7100647691288,429.760541195569,-213.045867910863,Not-Pareto,0.682645064803932
14,A2DKQKFLS2Z412,beale,-1662.5557680229,442.296720496032,-333.838359586866,Not-Pareto,0.483232391645507
15,A2DKQKFLS2Z412,beale,-1736.65194072899,0,-441.747096597799,Pareto,0.30508911960988
16,A2DKQKFLS2Z412,beale,-1692.11258678754,555.351322613723,-531.058917325637,Not-Pareto,0.157646934513184
17,A2DKQKFLS2Z412,beale,-1692.11258678754,478.064773468959,-608.462495289764,Not-Pareto,0.0298637074293809
18,A2DKQKFLS2Z412,beale,-21.4848163279618,425.786409589649,-571.776390354652,Not-Pareto,0.0904276891088369
19,A2DKQKFLS2Z412,beale,-1502.96475008235,440.661530371824,-626.552176220987,Not-Pareto,0
3,A2DKQKFLS2Z412,branin,-45.0352874515626,1.00428376753214e-06,-45.0352874515626,Pareto,0.736496125223173
4,A2DKQKFLS2Z412,branin,-15.2425907940959,40.943682549064,-30.1389391228292,Not-Pareto,1
5,A2DKQKFLS2Z412,branin,-83.4143565876754,37.554867656911,-47.8974116111113,Not-Pareto,0.685867555758351
6,A2DKQKFLS2Z412,branin,-82.9153415102444,0,-56.6518940858946,Pareto,0.531008122905161
7,A2DKQKFLS2Z412,branin,-44.755070152644,38.4967286899041,-54.2725292992445,Not-Pareto,0.57309708504231
8,A2DKQKFLS2Z412,branin,-126.522140181997,32.7492842045551,-66.3141311130365,Not-Pareto,0.360091275401466
9,A2DKQKFLS2Z412,branin,-128.051373102872,33.7774055037824,-75.1337371115845,Not-Pareto,0.204079862178831
10,A2DKQKFLS2Z412,branin,-128.051373102872,27.0888598504318,-81.7484416104954,Not-Pareto,0.0870713022618546
11,A2DKQKFLS2Z412,branin,-126.049118559735,25.9237590257004,-86.6707390492998,Not-Pareto,0
12,A2DKQKFLS2Z412,branin,-14.669446311463,0,-79.4706097755161,Pareto,0.127364231868589
13,A2DKQKFLS2Z412,branin,-126.219219472299,24.0999643969377,-83.7204833843146,Not-Pareto,0.0521875416813646
14,A2DKQKFLS2Z412,branin,-44.7487970697845,26.8216100330756,-80.4728428581037,Not-Pareto,0.109635571470527
15,A2DKQKFLS2Z412,branin,-83.3290662062052,27.89020779601,-80.6925523464192,Not-Pareto,0.105749095388016
16,A2DKQKFLS2Z412,branin,-126.219219472299,21.7341237087403,-83.9444571411249,Not-Pareto,0.048225634275238
17,A2DKQKFLS2Z412,branin,-13.0009608746489,23.4943241031022,-79.2148907233598,Not-Pareto,0.131887686853021
18,A2DKQKFLS2Z412,branin,-44.368262123085,22.5495413111164,-77.0369764358427,Not-Pareto,0.170413159071311
19,A2DKQKFLS2Z412,branin,-84.1599836815155,22.8454924849345,-77.4559768620587,Not-Pareto,0.163001393892048
3,A2DKQKFLS2Z412,bukin6,-38.3976796004636,0,-38.3976796004636,Pareto,0.61400848407292
4,A2DKQKFLS2Z412,bukin6,-13.4391829777153,0,-25.9184312890894,Pareto,0.952349835584202
5,A2DKQKFLS2Z412,bukin6,-20.6459019529638,25.3930432472744,-24.1609215103809,Not-Pareto,1
6,A2DKQKFLS2Z412,bukin6,-112.637806720783,36.5458619160638,-46.2801428129814,Not-Pareto,0.400296633004899
7,A2DKQKFLS2Z412,bukin6,-35.8042446487773,35.3091451106852,-44.1849631801406,Not-Pareto,0.457101809963207
8,A2DKQKFLS2Z412,bukin6,-12.1202002710083,42.618688194996,-38.8408360286185,Not-Pareto,0.601993485966328
9,A2DKQKFLS2Z412,bukin6,-112.755177821372,44.335857804922,-49.4000277132976,Not-Pareto,0.315709320741026
10,A2DKQKFLS2Z412,bukin6,-36.1620372090021,46.4058870466346,-47.7452789002607,Not-Pareto,0.36057339715373
11,A2DKQKFLS2Z412,bukin6,-20.6459019529638,0,-44.7342370172277,Pareto,0.442209722895715
12,A2DKQKFLS2Z412,bukin6,-7.73336745119524,37.3452023831978,-41.0341500606244,Not-Pareto,0.542527657948372
13,A2DKQKFLS2Z412,bukin6,-112.210038928955,0,-47.5046854122909,Pareto,0.36709644436406
14,A2DKQKFLS2Z412,bukin6,-37.1236280914203,0.398671820408966,-46.6395973022183,Not-Pareto,0.39055098850287
15,A2DKQKFLS2Z412,bukin6,-104.221276552624,0,-51.0689572445572,Pareto,0.270460772183113
16,A2DKQKFLS2Z412,bukin6,-103.294396679772,44.2364704925741,-54.799345775644,Not-Pareto,0.169321291200135
17,A2DKQKFLS2Z412,bukin6,-104.839923028708,46.5218403314733,-58.1353842591816,Not-Pareto,0.0788735542010248
18,A2DKQKFLS2Z412,bukin6,-104.681638859333,41.2611398926747,-61.044525171691,Not-Pareto,0
19,A2DKQKFLS2Z412,bukin6,-25.3852918625388,39.0020211824423,-58.9469232123291,Not-Pareto,0.0568708518458087
3,A2DKQKFLS2Z412,goldpr,-3.1031609795264,1.03869940516768,-3.1031609795264,Not-Pareto,0
4,A2DKQKFLS2Z412,goldpr,-1.76359856785617,1.15433275434246,-2.43337977369128,Not-Pareto,0.631039713091526
5,A2DKQKFLS2Z412,goldpr,-2.90289005575372,1.78323179767765,-2.58988320104543,Not-Pareto,0.483588758906776
6,A2DKQKFLS2Z412,goldpr,-2.09651706455796,1.84543851073541,-2.46654166692356,Not-Pareto,0.599795970495351
7,A2DKQKFLS2Z412,goldpr,-2.09651706455796,0,-2.39253674645044,Pareto,0.669520297448496
8,A2DKQKFLS2Z412,goldpr,-1.91877506065445,0,-2.31357646548444,Pareto,0.743913356871958
9,A2DKQKFLS2Z412,goldpr,-1.91877506065445,0,-2.25717626479444,Pareto,0.797051256460145
10,A2DKQKFLS2Z412,goldpr,-1.91877506065445,0,-2.21487611427695,Pareto,0.836904681151286
11,A2DKQKFLS2Z412,goldpr,-1.91877506065445,0,-2.18197599720778,Pareto,0.867901789244395
12,A2DKQKFLS2Z412,goldpr,-1.91877506065445,0,-2.15565590355245,Pareto,0.892699475718883
13,A2DKQKFLS2Z412,goldpr,-1.87907066950384,0,-2.13051179136621,Pareto,0.91638920185887
14,A2DKQKFLS2Z412,goldpr,-1.87907066950384,0,-2.10955836454435,Pareto,0.936130640308859
15,A2DKQKFLS2Z412,goldpr,-1.87907066950384,0,-2.09182854184892,Pareto,0.952834934381926
16,A2DKQKFLS2Z412,goldpr,-1.87907066950384,0,-2.07663155096713,Pareto,0.96715290073027
17,A2DKQKFLS2Z412,goldpr,-1.87907066950384,0,-2.06346082553624,Pareto,0.979561804898835
18,A2DKQKFLS2Z412,goldpr,-1.87907066950384,0,-2.05193644078422,Pareto,0.990419596046329
19,A2DKQKFLS2Z412,goldpr,-1.87907066950384,0,-2.04176786600302,Pareto,1
3,A2DKQKFLS2Z412,griewank,-0.134506720014465,0,-0.134506720014465,Pareto,1
4,A2DKQKFLS2Z412,griewank,-0.645410641011993,0,-0.389958680513229,Pareto,0.427755061665326
5,A2DKQKFLS2Z412,griewank,-0.443222339576403,0.825287058705077,-0.407713233534287,Not-Pareto,0.387982600812577
